I.Q. (1994)|Quiz Show (1994)|Three Colors: Red (1994)|Santa Clause, The (1994)|Fish Called Wanda, A (1988)|Wrong Trousers, The (1993)|Good, The Bad and The Ugly, The (1966)|Army of Darkness (1993)|Grand Day Out, A (1992)|Jerry Maguire (1996)
Steel (1997)|Marvin's Room (1996)|Mad City (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Stephen King's The Langoliers (1995)
Crow, The (1994)|Ref, The (1994)|Abyss, The (1989)|Midnight in the Garden of Good and Evil (1997)|In the Name of the Father (1993)|Like Water For Chocolate (Como agua para chocolate) (1992)|Village of the Damned (1995)|Arsenic and Old Lace (1944)|Browning Version, The (1994)|Faithful (1996)
Contact (1997)|Hoodlum (1997)|Midnight in the Garden of Good and Evil (1997)|Mother (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)|You So Crazy (1994)
Breaking the Waves (1996)|Shall We Dance? (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Pretty Woman (1990)|You So Crazy (1994)
Four Rooms (1995)|Belle de jour (1967)|Clockwork Orange, A (1971)|Apocalypse Now (1979)|Henry V (1989)|This Is Spinal Tap (1984)|Client, The (1994)|Ben-Hur (1959)|Man Who Would Be King, The (1975)|Fog, The (1980)
Empire Strikes Back, The (1980)|Alien (1979)|Star Trek IV: The Voyage Home (1986)|Jerry Maguire (1996)|Smilla's Sense of Snow (1997)|Mad City (1997)|Aladdin and the King of Thieves (1996)|City Slickers II: The Legend of Curly's Gold (1994)|Rocket Man (1997)|Manhattan Murder Mystery (1993)
Men in Black (1997)|Fly Away Home (1996)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Chasing Amy (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|Apt Pupil (1998)|Lost Highway (1997)|Kiss the Girls (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)
Snow White and the Seven Dwarfs (1937)|Haunted World of Edward D. Wood Jr., The (1995)|Donnie Brasco (1997)|Hoodlum (1997)|Kiss the Girls (1997)|E.T. the Extra-Terrestrial (1982)|Streetcar Named Desire, A (1951)|Traveller (1997)|Waterworld (1995)|Stephen King's The Langoliers (1995)
Sleepless in Seattle (1993)|Aladdin (1992)|GoodFellas (1990)|Psycho (1960)|This Is Spinal Tap (1984)|Chasing Amy (1997)|Some Like It Hot (1959)|Maltese Falcon, The (1941)|Giant (1956)|Touch of Evil (1958)
Richard III (1995)|I.Q. (1994)|Free Willy (1993)|Snow White and the Seven Dwarfs (1937)|Cold Comfort Farm (1995)|Spitfire Grill, The (1996)|Delicatessen (1991)|Army of Darkness (1993)|Touch of Evil (1958)|Candyman (1992)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Clockwork Orange, A (1971)|Blues Brothers, The (1980)|Mirror Has Two Faces, The (1996)|Chasing Amy (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Man Who Would Be King, The (1975)|Fan, The (1996)|Rear Window (1954)|Shiloh (1997)
Crumb (1994)|Striptease (1996)|Bedknobs and Broomsticks (1971)|Sound of Music, The (1965)|Brazil (1985)|Apocalypse Now (1979)|Jack (1996)|Alice in Wonderland (1951)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Beautiful Girls (1996)
Get Shorty (1995)|Brazil (1985)|Army of Darkness (1993)|Fantasia (1940)|Gandhi (1982)|Farinelli: il castrato (1994)|Cat People (1982)|Boys Life (1995)|One Fine Day (1996)|Shaggy Dog, The (1959)
Richard III (1995)|Aladdin (1992)|Striptease (1996)|Lone Star (1996)|Private Benjamin (1980)|Unbearable Lightness of Being, The (1988)|Starship Troopers (1997)|Face/Off (1997)|Mary Shelley's Frankenstein (1994)|In Love and War (1996)
Postino, Il (1994)|Striptease (1996)|Long Kiss Goodnight, The (1996)|Shall We Dance? (1996)|Pinocchio (1940)|Annie Hall (1977)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Village of the Damned (1995)
Pulp Fiction (1994)|Cold Comfort Farm (1995)|Spitfire Grill, The (1996)|Clockwork Orange, A (1971)|When the Cats Away (Chacun cherche son chat) (1996)|Third Man, The (1949)|Kalifornia (1993)|Last Supper, The (1995)|Brassed Off (1996)
Crow, The (1994)|Forrest Gump (1994)|Spitfire Grill, The (1996)|Dead Poets Society (1989)|Pink Floyd - The Wall (1982)|Muriel's Wedding (1994)|Addams Family Values (1993)|People vs. Larry Flynt, The (1996)|Wolf (1994)|Arsenic and Old Lace (1944)
Muppet Treasure Island (1996)|Dead Poets Society (1989)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Philadelphia Story, The (1940)|Apartment, The (1960)|Sabrina (1954)|Meet Me in St. Louis (1944)|M (1931)|Bad Moon (1996)|Made in America (1993)
I.Q. (1994)|Free Willy (1993)|Princess Bride, The (1987)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|39 Steps, The (1935)
Rumble in the Bronx (1995)|Lion King, The (1994)|Empire Strikes Back, The (1980)|Psycho (1960)|Sting, The (1973)|Chasing Amy (1997)|Time to Kill, A (1996)|Philadelphia Story, The (1940)|Apartment, The (1960)|Around the World in 80 Days (1956)
Smilla's Sense of Snow (1997)|George of the Jungle (1997)|Donnie Brasco (1997)|Hoodlum (1997)|Midnight in the Garden of Good and Evil (1997)|Playing God (1997)|Hard Rain (1998)|Kull the Conqueror (1997)|Amistad (1997)|You So Crazy (1994)
Star Trek III: The Search for Spock (1984)|Kolya (1996)|Gattaca (1997)|Marvin's Room (1996)|Hoodlum (1997)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|MatchMaker, The (1997)|You So Crazy (1994)
Dances with Wolves (1990)|Striptease (1996)|2001: A Space Odyssey (1968)|Sabrina (1995)|Pinocchio (1940)|Apple Dumpling Gang, The (1975)|Maltese Falcon, The (1941)|Sabrina (1954)|Nine Months (1995)|Philadelphia (1993)
Men in Black (1997)|Ulee's Gold (1997)|Deceiver (1997)|G.I. Jane (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Fire on the Mountain (1996)|You So Crazy (1994)
Operation Dumbo Drop (1995)|Lone Star (1996)|Breakfast at Tiffany's (1961)|Sound of Music, The (1965)|Jude (1996)|Dirty Dancing (1987)|Empire Strikes Back, The (1980)|Last Action Hero (1993)|Dark City (1998)|Switchback (1997)
Babe (1995)|White Balloon, The (1995)|Spitfire Grill, The (1996)|Mirror Has Two Faces, The (1996)|Last of the Mohicans, The (1992)|Fifth Element, The (1997)|Heat (1995)|English Patient, The (1996)|Mary Shelley's Frankenstein (1994)|Quick and the Dead, The (1995)
Species (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Manhattan Murder Mystery (1993)|You So Crazy (1994)
Smilla's Sense of Snow (1997)|Secrets & Lies (1996)|Ice Storm, The (1997)|Midnight in the Garden of Good and Evil (1997)|Deconstructing Harry (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|MatchMaker, The (1997)
Secrets & Lies (1996)|Hoodlum (1997)|Cop Land (1997)|Streetcar Named Desire, A (1951)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Fire on the Mountain (1996)|Amistad (1997)|You So Crazy (1994)
Braveheart (1995)|Carlito's Way (1993)|Army of Darkness (1993)|Star Trek VI: The Undiscovered Country (1991)|Under Siege (1992)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Dante's Peak (1997)|Short Cuts (1993)|American in Paris, An (1951)|Fearless (1993)
Babe (1995)|Sleepless in Seattle (1993)|Sense and Sensibility (1995)|Time to Kill, A (1996)|L.A. Confidential (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|War Room, The (1993)|You So Crazy (1994)
Star Wars (1977)|Free Willy (1993)|Apocalypse Now (1979)|Breaking the Waves (1996)|Grosse Pointe Blank (1997)|Scream (1996)|G.I. Jane (1997)|Pinocchio (1940)|Vampire in Brooklyn (1995)|Benny & Joon (1993)
Postino, Il (1994)|Dances with Wolves (1990)|Snow White and the Seven Dwarfs (1937)|Operation Dumbo Drop (1995)|Wizard of Oz, The (1939)|Jude (1996)|Young Frankenstein (1974)|Manhattan (1979)|Night of the Living Dead (1968)
Jude (1996)|L.A. Confidential (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Village of the Damned (1995)|You So Crazy (1994)
Air Force One (1997)|Ulee's Gold (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|You So Crazy (1994)
Unhook the Stars (1996)|Smilla's Sense of Snow (1997)|Hoodlum (1997)|Cop Land (1997)|Close Shave, A (1995)|Crow: City of Angels, The (1996)|Great Day in Harlem, A (1994)|Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)|Rich Man's Wife, The (1996)|Fast, Cheap & Out of Control (1997)
Bad Boys (1995)|Sleepless in Seattle (1993)|Gone with the Wind (1939)|Marvin's Room (1996)|Donnie Brasco (1997)|Mother (1996)|Like Water For Chocolate (Como agua para chocolate) (1992)|White Man's Burden (1995)|Quick and the Dead, The (1995)|City Slickers II: The Legend of Curly's Gold (1994)
Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Stephen King's The Langoliers (1995)|You So Crazy (1994)
I.Q. (1994)|Delicatessen (1991)|Apt Pupil (1998)|Matilda (1996)|Boot, Das (1981)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Bad Moon (1996)|Castle Freak (1995)|Switchback (1997)
Seven (Se7en) (1995)|Madness of King George, The (1994)|Professional, The (1994)|Dirty Dancing (1987)|Princess Bride, The (1987)|Apocalypse Now (1979)|M*A*S*H (1970)|unknown|Full Monty, The (1997)|My Left Foot (1989)
Chasing Amy (1997)|Gattaca (1997)|Secrets & Lies (1996)|3 Ninjas: High Noon At Mega Mountain (1998)|Critical Care (1997)|Jackie Brown (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Quick and the Dead, The (1995)
Secrets & Lies (1996)|Ulee's Gold (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|Brassed Off (1996)
Professional, The (1994)|Love Bug, The (1969)|Monty Python and the Holy Grail (1974)|Room with a View, A (1986)|Client, The (1994)|Dragonheart (1996)|James and the Giant Peach (1996)|Boxing Helena (1993)|Tin Men (1987)|Inspector General, The (1949)
Smilla's Sense of Snow (1997)|Men in Black (1997)|Wings of the Dove, The (1997)|Midnight in the Garden of Good and Evil (1997)|Schindler's List (1993)|Shine (1996)|Farinelli: il castrato (1994)|Village of the Damned (1995)|Picture Perfect (1997)|Scream 2 (1997)
Mighty Aphrodite (1995)|Cable Guy, The (1996)|Sense and Sensibility (1995)|Fierce Creatures (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Blown Away (1994)|Body Snatchers (1993)
Crow, The (1994)|Monty Python and the Holy Grail (1974)|Princess Bride, The (1987)|Hoodlum (1997)|Vertigo (1958)|Lawrence of Arabia (1962)|American in Paris, An (1951)|Meet Me in St. Louis (1944)|Sex, Lies, and Videotape (1989)|Ninotchka (1939)
While You Were Sleeping (1995)|Breakfast at Tiffany's (1961)|Pink Floyd - The Wall (1982)|Batman & Robin (1997)|Heat (1995)|Emma (1996)|Dangerous Minds (1995)|Jack (1996)|Kingpin (1996)|Two if by Sea (1996)
Santa Clause, The (1994)|Mimic (1997)|Donnie Brasco (1997)|Murder at 1600 (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)
I.Q. (1994)|Willy Wonka and the Chocolate Factory (1971)|Army of Darkness (1993)|Dead Poets Society (1989)|Last of the Mohicans, The (1992)|Secrets & Lies (1996)|Apartment, The (1960)|Down by Law (1986)|Paths of Glory (1957)|Renaissance Man (1994)
Smilla's Sense of Snow (1997)|Dante's Peak (1997)|187 (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Cats Don't Dance (1997)|You So Crazy (1994)
Babe (1995)|Muppet Treasure Island (1996)|Snow White and the Seven Dwarfs (1937)|Indiana Jones and the Last Crusade (1989)|Annie Hall (1977)|White Man's Burden (1995)|Wild Bill (1995)|Tales from the Hood (1995)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Fried Green Tomatoes (1991)
I.Q. (1994)|Jude (1996)|Jaws (1975)|Batman & Robin (1997)|Men in Black (1997)|Sense and Sensibility (1995)|Mad City (1997)|Trainspotting (1996)|Pretty Woman (1990)|Night Flier (1997)
Four Rooms (1995)|Sleepless in Seattle (1993)|Snow White and the Seven Dwarfs (1937)|Spitfire Grill, The (1996)|Private Benjamin (1980)|Empire Strikes Back, The (1980)|Grand Day Out, A (1992)|Rosewood (1997)|Forbidden Planet (1956)|Fatal Instinct (1993)
Aladdin (1992)|Rock, The (1996)|Phenomenon (1996)|Austin Powers: International Man of Mystery (1997)|Mother (1996)|Nutty Professor, The (1996)|Hour of the Pig, The (1993)|Hunchback of Notre Dame, The (1996)|Thin Line Between Love and Hate, A (1996)|Higher Learning (1995)
Babe (1995)|Richard III (1995)|Free Willy (1993)|Crossing Guard, The (1995)|Casablanca (1942)|Streetcar Named Desire, A (1951)|Body Snatchers (1993)|American President, The (1995)|Pyromaniac's Love Story, A (1995)
Ed Wood (1994)|Professional, The (1994)|Blues Brothers, The (1980)|Henry V (1989)|Evil Dead II (1987)|This Is Spinal Tap (1984)|When the Cats Away (Chacun cherche son chat) (1996)|Mimic (1997)|Down by Law (1986)|Tin Drum, The (Blechtrommel, Die) (1979)
Rumble in the Bronx (1995)|I.Q. (1994)|Independence Day (ID4) (1996)|Sound of Music, The (1965)|James and the Giant Peach (1996)|Streetcar Named Desire, A (1951)|Traveller (1997)|Robin Hood: Prince of Thieves (1991)|In the Line of Fire (1993)|Arrival, The (1996)
Men in Black (1997)|Fantasia (1940)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Breaking the Waves (1996)|River Wild, The (1994)|Rosewood (1997)|Ulee's Gold (1997)|Critical Care (1997)|Free Willy 3: The Rescue (1997)|Extreme Measures (1996)|Leave It to Beaver (1997)|Benny & Joon (1993)|Harriet the Spy (1996)
Apocalypse Now (1979)|Blues Brothers, The (1980)|Field of Dreams (1989)|Lost Highway (1997)|Crash (1996)|Cat on a Hot Tin Roof (1958)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Seventh Seal, The (Sjunde inseglet, Det) (1957)
Secrets & Lies (1996)|Donnie Brasco (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)|Perfect World, A (1993)|Benny & Joon (1993)
Aladdin (1992)|Wizard of Oz, The (1939)|Ridicule (1996)|Batman Returns (1992)|Jaws (1975)|Forbidden Planet (1956)|Lawrence of Arabia (1962)|Candyman (1992)|Cat People (1982)|Innocents, The (1961)
Postino, Il (1994)|Cable Guy, The (1996)|Sense and Sensibility (1995)|River Wild, The (1994)|Donnie Brasco (1997)|Fire on the Mountain (1996)|Last Supper, The (1995)|Crow: City of Angels, The (1996)|Underworld (1997)
Nikita (La Femme Nikita) (1990)|187 (1997)|His Girl Friday (1940)|African Queen, The (1951)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|I Know What You Did Last Summer (1997)|That Darn Cat! (1997)|You So Crazy (1994)
Contact (1997)|Donnie Brasco (1997)|Mother (1996)|Crash (1996)|Cop Land (1997)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Mary Shelley's Frankenstein (1994)|Underworld (1997)|You So Crazy (1994)
Starship Troopers (1997)|Deceiver (1997)|Midnight in the Garden of Good and Evil (1997)|G.I. Jane (1997)|Mad City (1997)|Waterworld (1995)|White Man's Burden (1995)|Quick and the Dead, The (1995)|8 1/2 (1963)|You So Crazy (1994)
Braveheart (1995)|Frighteners, The (1996)|Aliens (1986)|GoodFellas (1990)|Maltese Falcon, The (1941)|Wolf (1994)|Wyatt Earp (1994)|Meet Me in St. Louis (1944)|City Hall (1996)|Escape to Witch Mountain (1975)
Last of the Mohicans, The (1992)|Smilla's Sense of Snow (1997)|George of the Jungle (1997)|Scream (1996)|Donnie Brasco (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Cop Land (1997)|Perfect World, A (1993)|Rich Man's Wife, The (1996)|Last Time I Committed Suicide, The (1997)
Babe (1995)|Richard III (1995)|Seven (Se7en) (1995)|Terminator, The (1984)|3 Ninjas: High Noon At Mega Mountain (1998)|Vampire in Brooklyn (1995)|Boys on the Side (1995)|Last Supper, The (1995)|Anaconda (1997)|Dracula: Dead and Loving It (1995)
Richard III (1995)|I.Q. (1994)|Professional, The (1994)|Four Weddings and a Funeral (1994)|Dances with Wolves (1990)|Spitfire Grill, The (1996)|Cinderella (1950)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Blood Beach (1981)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Operation Dumbo Drop (1995)|Full Monty, The (1997)|Secrets & Lies (1996)|Promesse, La (1996)|Schindler's List (1993)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Daytrippers, The (1996)|City of Angels (1998)|Big Blue, The (Grand bleu, Le) (1988)
Braveheart (1995)|I.Q. (1994)|Three Colors: Red (1994)|Nightmare Before Christmas, The (1993)|Princess Bride, The (1987)|Blues Brothers, The (1980)|In & Out (1997)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Touch of Evil (1958)|Dazed and Confused (1993)
Aladdin (1992)|Rock, The (1996)|Frighteners, The (1996)|Spitfire Grill, The (1996)|Nikita (La Femme Nikita) (1990)|Field of Dreams (1989)|Time to Kill, A (1996)|Duck Soup (1933)|Some Like It Hot (1959)|Threesome (1994)
Starship Troopers (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Deep Rising (1998)|Walk in the Clouds, A (1995)|Kid in King Arthur's Court, A (1995)|MatchMaker, The (1997)|Amistad (1997)|Primary Colors (1998)|Inventing the Abbotts (1997)|You So Crazy (1994)
Jurassic Park (1993)|Dances with Wolves (1990)|Dirty Dancing (1987)|Terminator, The (1984)|Unforgiven (1992)|Aladdin and the King of Thieves (1996)|Duck Soup (1933)|Smoke (1995)|Great Race, The (1965)|Casino (1995)
Postino, Il (1994)|Striptease (1996)|Men in Black (1997)|Tin Cup (1996)|Fierce Creatures (1997)|Ice Storm, The (1997)|Free Willy 3: The Rescue (1997)|That Thing You Do! (1996)|City of Lost Children, The (1995)|Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)
Phenomenon (1996)|Delicatessen (1991)|Good, The Bad and The Ugly, The (1966)|Breaking the Waves (1996)|Rosewood (1997)|Philadelphia Story, The (1940)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)
Weekend at Bernie's (1989)|Aliens (1986)|Evil Dead II (1987)|Groundhog Day (1993)|Austin Powers: International Man of Mystery (1997)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Body Snatchers (1993)|Canadian Bacon (1994)|Fille seule, La (A Single Girl) (1995)
