I.Q. (1994)|Three Colors: Red (1994)|Santa Clause, The (1994)|Snow White and the Seven Dwarfs (1937)|Citizen Kane (1941)|Wrong Trousers, The (1993)|Empire Strikes Back, The (1980)|Good, The Bad and The Ugly, The (1966)|Grand Day Out, A (1992)|Star Trek: First Contact (1996)
Babe (1995)|Spitfire Grill, The (1996)|Apocalypse Now (1979)|Breaking the Waves (1996)|When the Cats Away (Chacun cherche son chat) (1996)|In & Out (1997)|Deceiver (1997)|Deconstructing Harry (1997)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Crow: City of Angels, The (1996)
Steel (1997)|Marvin's Room (1996)|Mad City (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Stephen King's The Langoliers (1995)
Crow, The (1994)|Ref, The (1994)|Top Gun (1986)|Abyss, The (1989)|Secrets & Lies (1996)|Midnight in the Garden of Good and Evil (1997)|In the Name of the Father (1993)|Like Water For Chocolate (Como agua para chocolate) (1992)|Arsenic and Old Lace (1944)|Dead Man (1995)
Contact (1997)|Hoodlum (1997)|Midnight in the Garden of Good and Evil (1997)|Mother (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)|You So Crazy (1994)
Breaking the Waves (1996)|Shall We Dance? (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Pretty Woman (1990)|You So Crazy (1994)
Private Benjamin (1980)|Apocalypse Now (1979)|This Is Spinal Tap (1984)|Field of Dreams (1989)|Star Trek III: The Search for Spock (1984)|Client, The (1994)|Treasure of the Sierra Madre, The (1948)|Ben-Hur (1959)|Man Who Would Be King, The (1975)|Fog, The (1980)
Empire Strikes Back, The (1980)|Pink Floyd - The Wall (1982)|Batman Returns (1992)|Serial Mom (1994)|Aladdin and the King of Thieves (1996)|Wes Craven's New Nightmare (1994)|Rocket Man (1997)|Crooklyn (1994)|Ma vie en rose (My Life in Pink) (1997)|Assassins (1995)
Men in Black (1997)|Fly Away Home (1996)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Chasing Amy (1997)|3 Ninjas: High Noon At Mega Mountain (1998)|Apt Pupil (1998)|Lost Highway (1997)|Kiss the Girls (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)
Snow White and the Seven Dwarfs (1937)|Haunted World of Edward D. Wood Jr., The (1995)|Donnie Brasco (1997)|Hoodlum (1997)|Kiss the Girls (1997)|E.T. the Extra-Terrestrial (1982)|Streetcar Named Desire, A (1951)|Traveller (1997)|Waterworld (1995)|Stephen King's The Langoliers (1995)
Sleepless in Seattle (1993)|Aladdin (1992)|GoodFellas (1990)|Psycho (1960)|This Is Spinal Tap (1984)|Chasing Amy (1997)|Some Like It Hot (1959)|Maltese Falcon, The (1941)|Giant (1956)|Touch of Evil (1958)
Richard III (1995)|I.Q. (1994)|Free Willy (1993)|Snow White and the Seven Dwarfs (1937)|Spitfire Grill, The (1996)|Delicatessen (1991)|Army of Darkness (1993)|Bram Stoker's Dracula (1992)|Touch of Evil (1958)|Candyman (1992)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Richard III (1995)|Haunted World of Edward D. Wood Jr., The (1995)|Clockwork Orange, A (1971)|Army of Darkness (1993)|Blues Brothers, The (1980)|Chasing Amy (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Man Who Would Be King, The (1975)|Rear Window (1954)
Crumb (1994)|Striptease (1996)|Bedknobs and Broomsticks (1971)|Sound of Music, The (1965)|Brazil (1985)|Apocalypse Now (1979)|Jack (1996)|Alice in Wonderland (1951)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Beautiful Girls (1996)
Get Shorty (1995)|Brazil (1985)|Army of Darkness (1993)|Fantasia (1940)|Gandhi (1982)|Farinelli: il castrato (1994)|Cat People (1982)|Boys Life (1995)|One Fine Day (1996)|Shaggy Dog, The (1959)
Aladdin (1992)|Private Benjamin (1980)|Terminator, The (1984)|Starship Troopers (1997)|Sense and Sensibility (1995)|River Wild, The (1994)|Secrets & Lies (1996)|Magnificent Seven, The (1954)|In Love and War (1996)|Run of the Country, The (1995)
Postino, Il (1994)|Striptease (1996)|Long Kiss Goodnight, The (1996)|Shall We Dance? (1996)|Pinocchio (1940)|Annie Hall (1977)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Village of the Damned (1995)
Pulp Fiction (1994)|Ref, The (1994)|Spitfire Grill, The (1996)|Clockwork Orange, A (1971)|Ulee's Gold (1997)|Streetcar Named Desire, A (1951)|People vs. Larry Flynt, The (1996)|Third Man, The (1949)|Philadelphia (1993)
Crow, The (1994)|Forrest Gump (1994)|Spitfire Grill, The (1996)|Dead Poets Society (1989)|Pink Floyd - The Wall (1982)|Muriel's Wedding (1994)|Addams Family Values (1993)|Ghost (1990)|People vs. Larry Flynt, The (1996)|Arsenic and Old Lace (1944)
Muppet Treasure Island (1996)|Dead Poets Society (1989)|Highlander (1986)|Philadelphia Story, The (1940)|Apartment, The (1960)|Some Like It Hot (1959)|Sabrina (1954)|Meet Me in St. Louis (1944)|M (1931)|Bad Moon (1996)
I.Q. (1994)|Free Willy (1993)|Princess Bride, The (1987)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|39 Steps, The (1935)
Remains of the Day, The (1993)|Empire Strikes Back, The (1980)|Sting, The (1973)|Cyrano de Bergerac (1990)|This Is Spinal Tap (1984)|Client, The (1994)|Transformers: The Movie, The (1986)|East of Eden (1955)|Around the World in 80 Days (1956)|Magnificent Seven, The (1954)
Smilla's Sense of Snow (1997)|George of the Jungle (1997)|Donnie Brasco (1997)|Hoodlum (1997)|Midnight in the Garden of Good and Evil (1997)|Playing God (1997)|Hard Rain (1998)|Kull the Conqueror (1997)|Amistad (1997)|You So Crazy (1994)
Star Trek III: The Search for Spock (1984)|Kolya (1996)|Gattaca (1997)|Marvin's Room (1996)|Hoodlum (1997)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|MatchMaker, The (1997)|You So Crazy (1994)
Dances with Wolves (1990)|Wizard of Oz, The (1939)|2001: A Space Odyssey (1968)|Empire Strikes Back, The (1980)|Return of the Jedi (1983)|Sabrina (1995)|Maltese Falcon, The (1941)|Sabrina (1954)|Rebel Without a Cause (1955)|Arsenic and Old Lace (1944)
Men in Black (1997)|Ulee's Gold (1997)|Deceiver (1997)|G.I. Jane (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Tales from the Hood (1995)|Fire on the Mountain (1996)|You So Crazy (1994)
Billy Madison (1995)|Free Willy (1993)|Breakfast at Tiffany's (1961)|Gone with the Wind (1939)|Sound of Music, The (1965)|Dirty Dancing (1987)|Empire Strikes Back, The (1980)|Air Bud (1997)|Dark City (1998)|Switchback (1997)
Babe (1995)|White Balloon, The (1995)|Spitfire Grill, The (1996)|Mirror Has Two Faces, The (1996)|Last of the Mohicans, The (1992)|Fifth Element, The (1997)|Heat (1995)|English Patient, The (1996)|Mary Shelley's Frankenstein (1994)|Quick and the Dead, The (1995)
Species (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Manhattan Murder Mystery (1993)|You So Crazy (1994)
Smilla's Sense of Snow (1997)|Secrets & Lies (1996)|Ice Storm, The (1997)|Midnight in the Garden of Good and Evil (1997)|Deconstructing Harry (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)|MatchMaker, The (1997)
Secrets & Lies (1996)|Hoodlum (1997)|Cop Land (1997)|Streetcar Named Desire, A (1951)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Fire on the Mountain (1996)|Amistad (1997)|You So Crazy (1994)
Braveheart (1995)|Carlito's Way (1993)|Army of Darkness (1993)|Star Trek VI: The Undiscovered Country (1991)|Star Trek III: The Search for Spock (1984)|Under Siege (1992)|Dante's Peak (1997)|Miracle on 34th Street (1994)|Short Cuts (1993)|American in Paris, An (1951)
Babe (1995)|Sleepless in Seattle (1993)|Sense and Sensibility (1995)|Time to Kill, A (1996)|L.A. Confidential (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|War Room, The (1993)|You So Crazy (1994)
Star Wars (1977)|Free Willy (1993)|Apocalypse Now (1979)|Breaking the Waves (1996)|Grosse Pointe Blank (1997)|Scream (1996)|G.I. Jane (1997)|Pinocchio (1940)|Vampire in Brooklyn (1995)|Benny & Joon (1993)
Postino, Il (1994)|Dances with Wolves (1990)|Snow White and the Seven Dwarfs (1937)|Operation Dumbo Drop (1995)|Wizard of Oz, The (1939)|Jude (1996)|Young Frankenstein (1974)|Manhattan (1979)|Night of the Living Dead (1968)
Jude (1996)|L.A. Confidential (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Village of the Damned (1995)|You So Crazy (1994)
Air Force One (1997)|Ulee's Gold (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|You So Crazy (1994)
Unhook the Stars (1996)|Swingers (1996)|Smilla's Sense of Snow (1997)|Absolute Power (1997)|Hoodlum (1997)|Cop Land (1997)|Jumanji (1995)|Ice Storm, The (1997)|Shooter, The (1995)
Bad Boys (1995)|Sleepless in Seattle (1993)|Gone with the Wind (1939)|Marvin's Room (1996)|Donnie Brasco (1997)|Mother (1996)|Like Water For Chocolate (Como agua para chocolate) (1992)|White Man's Burden (1995)|Wild Bill (1995)|Quick and the Dead, The (1995)
Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Walk in the Clouds, A (1995)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Stephen King's The Langoliers (1995)|You So Crazy (1994)
Mighty Aphrodite (1995)|I.Q. (1994)|Sleepless in Seattle (1993)|Dances with Wolves (1990)|Delicatessen (1991)|Apt Pupil (1998)|In the Name of the Father (1993)|Matilda (1996)|Great Escape, The (1963)|Seventh Seal, The (Sjunde inseglet, Det) (1957)
Seven (Se7en) (1995)|Professional, The (1994)|Sleepless in Seattle (1993)|Dirty Dancing (1987)|Princess Bride, The (1987)|Apocalypse Now (1979)|GoodFellas (1990)|unknown|My Left Foot (1989)|Glory (1989)
Chasing Amy (1997)|Gattaca (1997)|Secrets & Lies (1996)|3 Ninjas: High Noon At Mega Mountain (1998)|Critical Care (1997)|Jackie Brown (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Quick and the Dead, The (1995)
Secrets & Lies (1996)|Ulee's Gold (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|Brassed Off (1996)
Professional, The (1994)|Love Bug, The (1969)|Monty Python and the Holy Grail (1974)|Room with a View, A (1986)|Client, The (1994)|Dragonheart (1996)|James and the Giant Peach (1996)|Body Snatchers (1993)|Tin Men (1987)|Inspector General, The (1949)
Smilla's Sense of Snow (1997)|Men in Black (1997)|Wings of the Dove, The (1997)|Midnight in the Garden of Good and Evil (1997)|Schindler's List (1993)|Shine (1996)|Farinelli: il castrato (1994)|Village of the Damned (1995)|Picture Perfect (1997)|Scream 2 (1997)
Mighty Aphrodite (1995)|Cable Guy, The (1996)|Sense and Sensibility (1995)|Fierce Creatures (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Blown Away (1994)|Body Snatchers (1993)
Monty Python and the Holy Grail (1974)|Wrong Trousers, The (1993)|Princess Bride, The (1987)|Vertigo (1958)|North by Northwest (1959)|Some Like It Hot (1959)|Notorious (1946)|American in Paris, An (1951)|Meet Me in St. Louis (1944)|Jimmy Hollywood (1994)
Twelve Monkeys (1995)|Four Weddings and a Funeral (1994)|Terminator 2: Judgment Day (1991)|Breakfast at Tiffany's (1961)|Empire Strikes Back, The (1980)|Pink Floyd - The Wall (1982)|Batman & Robin (1997)|Heat (1995)|Dangerous Minds (1995)|Doors, The (1991)
Santa Clause, The (1994)|Mimic (1997)|Donnie Brasco (1997)|Murder at 1600 (1997)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)
I.Q. (1994)|Willy Wonka and the Chocolate Factory (1971)|Army of Darkness (1993)|Dead Poets Society (1989)|Last of the Mohicans, The (1992)|Secrets & Lies (1996)|Apartment, The (1960)|Down by Law (1986)|Paths of Glory (1957)|Renaissance Man (1994)
Smilla's Sense of Snow (1997)|Dante's Peak (1997)|187 (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Cats Don't Dance (1997)|You So Crazy (1994)
Babe (1995)|Muppet Treasure Island (1996)|Snow White and the Seven Dwarfs (1937)|Indiana Jones and the Last Crusade (1989)|Annie Hall (1977)|White Man's Burden (1995)|Wild Bill (1995)|Tales from the Hood (1995)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Fried Green Tomatoes (1991)
I.Q. (1994)|Jude (1996)|Batman & Robin (1997)|Men in Black (1997)|Sense and Sensibility (1995)|Mad City (1997)|Trainspotting (1996)|Pretty Woman (1990)|Benny & Joon (1993)|Night Flier (1997)
Free Willy (1993)|Sleepless in Seattle (1993)|Snow White and the Seven Dwarfs (1937)|Spitfire Grill, The (1996)|Private Benjamin (1980)|Empire Strikes Back, The (1980)|Grand Day Out, A (1992)|Cyrano de Bergerac (1990)|Fatal Instinct (1993)|Ran (1985)
Aladdin (1992)|Rock, The (1996)|Phenomenon (1996)|Austin Powers: International Man of Mystery (1997)|Donnie Brasco (1997)|Mother (1996)|Hour of the Pig, The (1993)|Hunchback of Notre Dame, The (1996)|Multiplicity (1996)|Higher Learning (1995)
Babe (1995)|Richard III (1995)|Free Willy (1993)|Mr. Smith Goes to Washington (1939)|Raiders of the Lost Ark (1981)|Day the Earth Stood Still, The (1951)|Casablanca (1942)|Streetcar Named Desire, A (1951)|American President, The (1995)|Pyromaniac's Love Story, A (1995)
Ed Wood (1994)|Professional, The (1994)|Blues Brothers, The (1980)|Henry V (1989)|Evil Dead II (1987)|This Is Spinal Tap (1984)|When the Cats Away (Chacun cherche son chat) (1996)|Mimic (1997)|Down by Law (1986)|Tin Drum, The (Blechtrommel, Die) (1979)
Rumble in the Bronx (1995)|I.Q. (1994)|Independence Day (ID4) (1996)|Sound of Music, The (1965)|James and the Giant Peach (1996)|Streetcar Named Desire, A (1951)|Traveller (1997)|Robin Hood: Prince of Thieves (1991)|In the Line of Fire (1993)|Arrival, The (1996)
Men in Black (1997)|Fantasia (1940)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Tales from the Hood (1995)|You So Crazy (1994)
Breaking the Waves (1996)|River Wild, The (1994)|Rosewood (1997)|Ulee's Gold (1997)|Pinocchio (1940)|Free Willy 3: The Rescue (1997)|Extreme Measures (1996)|Leave It to Beaver (1997)|Benny & Joon (1993)|Harriet the Spy (1996)
Apocalypse Now (1979)|Blues Brothers, The (1980)|Field of Dreams (1989)|Lost Highway (1997)|Crash (1996)|Cat on a Hot Tin Roof (1958)|White Man's Burden (1995)|Wild Bill (1995)|Stephen King's The Langoliers (1995)|Seventh Seal, The (Sjunde inseglet, Det) (1957)
Secrets & Lies (1996)|Donnie Brasco (1997)|Waterworld (1995)|White Man's Burden (1995)|Wild Bill (1995)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Stephen King's The Langoliers (1995)|Perfect World, A (1993)|Benny & Joon (1993)
Jurassic Park (1993)|Ref, The (1994)|Aladdin (1992)|Wizard of Oz, The (1939)|Batman Returns (1992)|Forbidden Planet (1956)|Lawrence of Arabia (1962)|Candyman (1992)|Innocents, The (1961)|National Lampoon's Senior Trip (1995)
Postino, Il (1994)|Cold Comfort Farm (1995)|Cable Guy, The (1996)|Sabrina (1995)|Sense and Sensibility (1995)|River Wild, The (1994)|Free Willy 3: The Rescue (1997)|Last Supper, The (1995)|Crow: City of Angels, The (1996)
Nikita (La Femme Nikita) (1990)|187 (1997)|His Girl Friday (1940)|African Queen, The (1951)|Wild Bill (1995)|Farinelli: il castrato (1994)|Stephen King's The Langoliers (1995)|I Know What You Did Last Summer (1997)|That Darn Cat! (1997)|You So Crazy (1994)
Contact (1997)|Donnie Brasco (1997)|Mother (1996)|Crash (1996)|Cop Land (1997)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Mary Shelley's Frankenstein (1994)|Underworld (1997)|You So Crazy (1994)
Starship Troopers (1997)|Deceiver (1997)|Midnight in the Garden of Good and Evil (1997)|G.I. Jane (1997)|Mad City (1997)|Waterworld (1995)|White Man's Burden (1995)|Quick and the Dead, The (1995)|8 1/2 (1963)|You So Crazy (1994)
Braveheart (1995)|Frighteners, The (1996)|Aliens (1986)|GoodFellas (1990)|Maltese Falcon, The (1941)|Mary Shelley's Frankenstein (1994)|Another Stakeout (1993)|Meet Me in St. Louis (1944)|City Hall (1996)|Escape to Witch Mountain (1975)
Last of the Mohicans, The (1992)|Smilla's Sense of Snow (1997)|George of the Jungle (1997)|Scream (1996)|Donnie Brasco (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Cop Land (1997)|Perfect World, A (1993)|Rich Man's Wife, The (1996)|Last Time I Committed Suicide, The (1997)
Babe (1995)|Richard III (1995)|Seven (Se7en) (1995)|Dances with Wolves (1990)|Frighteners, The (1996)|Swingers (1996)|Terminator, The (1984)|Citizen Ruth (1996)|Sense and Sensibility (1995)|3 Ninjas: High Noon At Mega Mountain (1998)
Richard III (1995)|I.Q. (1994)|Professional, The (1994)|Four Weddings and a Funeral (1994)|Dances with Wolves (1990)|Spitfire Grill, The (1996)|Cinderella (1950)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)|Blood Beach (1981)
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)|Operation Dumbo Drop (1995)|Full Monty, The (1997)|Secrets & Lies (1996)|Promesse, La (1996)|Schindler's List (1993)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Traveller (1997)|City of Angels (1998)|Big Blue, The (Grand bleu, Le) (1988)
Braveheart (1995)|I.Q. (1994)|Empire Strikes Back, The (1980)|Princess Bride, The (1987)|Blues Brothers, The (1980)|Star Trek: First Contact (1996)|In & Out (1997)|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|Seventh Seal, The (Sjunde inseglet, Det) (1957)|Touch of Evil (1958)
Free Willy (1993)|Aladdin (1992)|Frighteners, The (1996)|Spitfire Grill, The (1996)|Good, The Bad and The Ugly, The (1966)|Nikita (La Femme Nikita) (1990)|Pink Floyd - The Wall (1982)|Field of Dreams (1989)|Midnight in the Garden of Good and Evil (1997)|Some Like It Hot (1959)
Starship Troopers (1997)|Paradise Lost: The Child Murders at Robin Hood Hills (1996)|Deep Rising (1998)|Walk in the Clouds, A (1995)|Kid in King Arthur's Court, A (1995)|MatchMaker, The (1997)|Amistad (1997)|Primary Colors (1998)|Inventing the Abbotts (1997)|You So Crazy (1994)
Jurassic Park (1993)|Dances with Wolves (1990)|Dirty Dancing (1987)|Terminator, The (1984)|Unforgiven (1992)|Aladdin and the King of Thieves (1996)|Duck Soup (1933)|Smoke (1995)|Great Race, The (1965)|Casino (1995)
Postino, Il (1994)|Snow White and the Seven Dwarfs (1937)|Men in Black (1997)|unknown|Tin Cup (1996)|Hoodlum (1997)|In & Out (1997)|Ice Storm, The (1997)|Mrs. Brown (Her Majesty, Mrs. Brown) (1997)|Tetsuo II: Body Hammer (1992)
Phenomenon (1996)|Delicatessen (1991)|Good, The Bad and The Ugly, The (1966)|Breaking the Waves (1996)|Rosewood (1997)|Philadelphia Story, The (1940)|Farinelli: il castrato (1994)|Heavenly Creatures (1994)|Interview with the Vampire (1994)|Kid in King Arthur's Court, A (1995)
